pobreza_ing,anios_educ,edad,es_mujer,es_rural,es_informal,horas_trabajo,fexp
0,9,41,1,1,1,34.0,105.12
0,3,39,1,0,0,35.0,346.95
0,7,22,0,0,1,48.0,401.94
1,6,50,1,0,0,36.0,427.66
0,3,53,0,1,0,48.0,73.45
0,14,64,0,0,1,45.0,345.96
0,4,37,0,1,0,45.0,340.6
1,2,36,1,0,1,55.0,428.84
0,7,52,1,1,1,25.0,151.17
0,8,60,1,0,1,32.0,346.87
0,1,34,1,0,0,59.0,71.85
1,8,62,0,0,0,35.0,302.5
0,6,60,1,0,0,5.0,190.34
0,3,51,1,0,1,36.0,357.56
1,3,26,1,1,1,40.0,395.32
0,7,43,0,0,0,7.0,195.93
0,5,19,1,0,1,54.0,260.23
0,11,26,1,1,0,29.0,96.96
0,9,26,1,0,1,42.0,216.76
0,14,57,0,1,1,35.0,194.32
1,4,34,1,1,1,23.0,123.25
0,12,18,0,0,0,25.0,407.79
0,6,42,0,0,1,27.0,109.24
0,5,60,1,0,1,51.0,304.3
0,2,57,0,1,1,36.0,406.06
0,2,59,1,0,1,32.0,414.79
0,8,42,0,1,1,27.0,367.3
1,6,56,0,1,1,52.0,120.46
0,4,52,1,0,0,56.0,376.97
1,7,20,1,1,1,52.0,160.63
0,4,54,1,1,0,44.0,418.96
0,7,61,0,0,0,41.0,333.63
0,5,61,1,1,1,23.0,364.11
0,9,47,0,1,1,35.0,84.01
0,9,55,1,0,0,30.0,283.11
1,6,51,0,0,1,16.0,378.46
1,5,29,1,0,1,51.0,394.64
0,5,36,0,0,1,30.0,61.45
0,9,54,1,1,0,52.0,425.66
0,5,61,0,0,0,49.0,67.34
1,4,34,1,1,0,45.0,295.81
0,2,27,1,0,0,45.0,327.36
1,6,64,1,0,1,31.0,92.94
0,6,29,0,1,1,60.0,69.2
1,10,33,1,1,1,39.0,363.96
0,4,41,0,0,1,42.0,203.87
0,5,36,1,0,1,30.0,92.85
0,9,25,0,0,1,27.0,355.07
0,9,48,0,0,1,44.0,389.67
0,5,38,0,0,1,41.0,284.95
0,6,34,1,0,1,29.0,114.49
0,5,40,1,1,0,21.0,56.09
0,11,54,1,0,0,23.0,330.32
0,3,33,1,1,0,52.0,270.06
0,11,23,0,1,1,31.0,310.32
1,8,25,0,0,1,34.0,375.27
0,6,42,0,1,1,55.0,223.69
1,1,35,1,0,1,25.0,99.81
0,6,42,0,1,1,29.0,425.99
1,6,29,1,0,0,29.0,268.1
0,3,32,0,0,0,57.0,296.12
0,8,43,1,1,1,62.0,423.36
0,13,58,1,0,1,47.0,422.63
0,7,62,1,1,1,47.0,278.84
1,8,43,0,1,1,31.0,169.04
0,2,64,0,0,1,61.0,448.85
0,6,49,1,0,1,41.0,322.33
0,3,27,1,0,1,48.0,213.37
0,7,33,1,0,1,37.0,273.93
0,11,24,0,1,1,35.0,216.33
0,8,34,1,0,1,58.0,405.32
1,2,40,0,0,1,44.0,243.0
0,5,43,0,1,0,55.0,379.41
1,7,38,0,0,1,41.0,386.07
0,6,39,1,1,0,28.0,379.73
0,10,24,0,0,0,31.0,338.88
0,9,31,0,1,0,39.0,391.95
0,7,32,1,0,0,30.0,204.89
1,5,24,0,0,0,25.0,95.87
0,4,26,0,0,0,52.0,386.98
1,3,25,1,0,1,31.0,249.27
1,5,40,1,1,1,40.0,100.95
0,6,46,1,0,0,42.0,96.13
0,8,35,0,1,0,31.0,113.7
0,8,48,1,0,0,55.0,350.39
0,2,47,0,0,0,25.0,334.34
0,5,56,0,0,0,41.0,131.53
0,4,52,0,0,0,41.0,388.77
1,3,35,1,0,0,37.0,162.52
0,9,59,0,0,0,22.0,367.19
0,1,56,1,1,0,48.0,245.52
0,6,34,1,0,0,47.0,342.62
0,3,31,0,0,0,30.0,202.56
0,10,48,1,0,0,46.0,188.86
1,7,41,0,0,1,42.0,386.54
1,4,52,1,1,1,23.0,64.12
0,6,61,1,0,0,28.0,439.89
0,8,62,1,0,0,52.0,309.27
0,12,51,0,0,1,42.0,222.99
1,4,20,0,0,1,31.0,301.22
0,10,54,0,0,0,28.0,99.1
0,11,60,1,1,0,32.0,255.62
0,11,57,1,0,0,33.0,444.04
0,7,43,0,0,0,28.0,144.11
0,7,40,1,1,1,17.0,338.91
0,6,61,1,0,1,52.0,223.99
0,9,56,0,1,1,50.0,310.98
0,6,32,1,0,0,23.0,131.95
0,8,21,0,1,1,40.0,238.19
0,6,46,0,0,0,27.0,442.04
0,8,39,1,0,1,35.0,128.11
0,9,42,1,0,0,34.0,304.58
0,3,30,1,0,0,33.0,280.24
0,10,35,0,0,1,62.0,276.02
0,6,50,0,0,0,33.0,296.05
0,10,33,1,0,1,28.0,250.9
0,6,62,1,0,1,29.0,56.77
0,5,59,0,0,1,51.0,410.04
0,11,61,0,1,1,18.0,380.79
1,4,19,1,1,0,29.0,119.67
0,10,52,1,0,0,55.0,215.31
0,6,59,1,0,1,41.0,358.22
0,6,51,0,0,1,40.0,442.02
0,5,47,0,0,0,64.0,430.45
0,7,30,1,1,0,41.0,409.74
0,5,30,0,0,1,30.0,113.35
1,1,35,1,0,0,35.0,415.79
0,4,49,1,1,0,24.0,401.38
1,0,49,1,0,0,53.0,200.78
0,13,52,0,1,1,45.0,207.81
0,12,56,1,1,0,51.0,233.96
0,5,63,0,0,0,53.0,312.47
0,8,46,1,0,0,33.0,154.33
0,5,46,1,0,0,27.0,59.18
0,8,61,1,0,0,37.0,106.49
0,9,33,0,0,1,28.0,226.05
1,11,61,1,1,0,40.0,162.8
0,6,64,0,0,0,52.0,355.81
0,9,27,1,0,0,36.0,92.68
0,4,47,1,0,1,40.0,416.99
0,16,42,1,1,1,37.0,408.13
0,1,56,1,0,0,48.0,413.5
0,7,37,1,1,0,30.0,345.84
0,8,22,1,0,1,12.0,92.8
0,8,18,0,0,0,44.0,225.26
0,3,47,0,1,1,50.0,102.56
1,11,20,1,1,0,43.0,445.08
0,4,62,1,0,0,30.0,183.22
0,7,31,1,0,1,24.0,284.13
0,4,47,1,1,0,44.0,361.76
1,5,21,1,0,0,40.0,418.25
0,6,35,0,0,1,36.0,352.22
0,6,54,1,1,0,60.0,319.8
0,3,42,1,0,1,27.0,236.39
0,3,18,1,0,0,59.0,292.16
0,6,63,1,0,1,38.0,87.67
0,9,32,0,0,1,16.0,403.57
1,10,26,1,1,1,36.0,267.51
0,2,32,1,0,1,50.0,66.05
0,5,41,0,0,0,34.0,417.96
0,3,21,1,0,1,20.0,245.72
0,0,29,0,1,1,36.0,397.44
0,8,54,0,0,0,28.0,392.76
0,7,54,1,1,1,44.0,376.3
0,3,60,0,0,0,47.0,74.56
0,4,23,1,1,0,25.0,148.83
0,1,56,0,0,0,30.0,400.22
0,10,63,1,1,1,47.0,409.6
0,13,41,1,0,1,28.0,233.23
0,3,28,0,0,0,25.0,226.02
0,4,30,0,1,1,24.0,120.06
0,10,51,0,1,1,42.0,437.36
0,11,42,0,0,1,42.0,135.26
0,6,24,1,1,1,30.0,126.37
0,2,21,1,0,0,38.0,314.29
0,1,25,1,1,0,56.0,147.14
0,7,37,1,0,0,26.0,425.51
0,5,46,1,0,0,15.0,54.36
1,1,62,0,0,1,43.0,52.3
0,7,63,1,0,1,37.0,251.95
1,0,27,1,1,0,29.0,245.22
0,9,60,1,0,1,46.0,115.35
0,5,51,0,0,1,48.0,247.81
1,1,43,0,0,0,12.0,214.66
0,7,58,0,1,0,30.0,406.13
1,5,20,1,0,1,66.0,53.7
0,13,23,0,0,0,45.0,440.51
0,6,22,1,1,0,46.0,299.76
0,4,22,0,0,1,52.0,110.74
0,8,64,0,1,0,38.0,68.7
1,4,40,1,1,1,48.0,265.24
0,11,26,1,0,0,47.0,143.96
0,5,52,0,1,0,44.0,170.47
0,6,37,1,1,0,34.0,148.05
1,2,59,0,0,1,40.0,310.07
1,6,52,1,0,1,31.0,271.41
0,10,35,1,1,1,38.0,81.19
0,9,34,1,0,0,24.0,260.61
0,4,41,1,1,1,29.0,366.48
0,4,20,1,0,1,35.0,82.48
0,9,49,1,0,1,27.0,405.9
0,11,52,0,0,1,32.0,281.32
1,2,55,1,0,1,36.0,430.25
0,6,30,0,0,0,43.0,109.26
0,5,64,0,1,1,49.0,447.43
0,10,42,0,1,1,32.0,307.71
1,2,26,1,1,0,54.0,277.0
0,4,21,1,0,0,49.0,256.11
0,9,31,1,1,1,44.0,59.46
1,2,54,0,0,1,40.0,425.86
0,6,51,0,1,0,42.0,307.6
0,6,28,1,0,1,52.0,86.65
0,5,58,1,1,0,53.0,58.38
0,5,20,0,1,1,54.0,70.31
0,6,45,1,0,1,38.0,293.76
0,3,46,0,0,1,45.0,295.61
0,7,26,0,0,0,54.0,249.87
1,9,20,0,0,0,31.0,172.71
0,9,42,1,0,1,34.0,262.7
0,3,51,1,0,0,38.0,256.52
0,3,29,0,0,1,49.0,57.77
0,4,59,0,1,1,49.0,162.99
1,5,26,1,1,0,35.0,71.27
1,6,32,1,1,1,20.0,410.06
0,8,57,0,1,0,41.0,340.09
0,2,42,0,0,0,27.0,448.45
0,1,22,0,0,0,20.0,170.87
0,5,28,0,1,0,23.0,401.39
0,8,51,1,1,1,42.0,291.22
0,4,41,1,0,1,54.0,231.25
1,7,32,0,1,1,38.0,139.03
1,4,55,0,1,1,41.0,345.36
1,10,25,1,1,1,52.0,411.66
0,10,22,1,1,1,19.0,144.12
0,5,43,0,0,0,44.0,120.16
0,4,35,1,1,1,38.0,328.49
0,6,23,1,1,0,45.0,440.79
0,4,54,1,0,0,32.0,349.98
0,8,30,0,1,0,28.0,163.83
0,9,45,0,0,1,40.0,217.98
0,8,22,1,0,1,58.0,203.73
0,9,30,0,0,1,48.0,390.84
0,5,34,0,0,1,32.0,358.55
0,3,57,0,0,1,22.0,285.59
0,8,62,0,1,0,18.0,159.98
0,5,49,1,0,1,54.0,425.2
0,8,46,1,0,0,27.0,311.33
0,4,20,1,0,0,34.0,438.19
1,2,57,1,0,1,54.0,282.05
1,16,51,1,1,1,19.0,378.48
0,3,57,0,1,0,56.0,375.24
0,15,44,0,1,1,35.0,184.93
0,13,30,0,0,0,24.0,435.61
1,9,62,1,0,1,35.0,58.78
0,8,50,1,1,0,29.0,357.48
1,7,23,1,1,1,43.0,436.22
0,10,41,1,0,1,30.0,185.56
1,5,36,1,1,0,15.0,309.24
0,6,33,0,1,1,35.0,274.89
1,7,57,0,1,1,22.0,354.6
0,6,45,1,0,1,40.0,396.47
1,6,50,1,1,1,24.0,291.22
0,5,58,0,0,0,32.0,376.36
1,7,30,1,0,0,40.0,174.91
0,10,60,0,0,0,35.0,141.43
1,4,62,0,0,0,41.0,222.27
0,11,42,0,0,1,46.0,321.09
1,8,59,1,0,1,24.0,124.9
0,9,53,0,1,0,37.0,322.14
0,7,44,1,1,0,5.0,207.64
0,9,55,0,1,1,41.0,368.23
0,0,24,1,0,1,34.0,64.73
1,9,22,1,0,1,26.0,317.19
1,1,60,1,1,0,42.0,309.93
0,10,62,0,0,0,52.0,426.37
0,16,48,0,1,1,32.0,335.35
1,5,40,0,1,0,27.0,368.52
0,4,59,0,0,1,40.0,411.84
0,9,27,1,1,1,22.0,320.02
0,4,49,0,1,0,30.0,166.06
0,10,60,1,0,1,53.0,397.91
1,3,47,0,0,1,39.0,349.03
0,3,56,0,0,0,15.0,219.78
0,13,48,1,0,0,16.0,334.21
1,8,35,0,0,0,40.0,397.08
0,10,53,1,0,1,48.0,440.26
0,5,19,1,0,1,19.0,430.94
0,8,31,0,1,0,43.0,180.13
0,7,30,1,0,0,54.0,218.68
0,7,46,0,0,0,61.0,93.81
0,8,29,1,0,1,42.0,149.02
0,7,56,1,0,1,44.0,402.97
0,6,19,0,0,0,12.0,194.34
0,4,49,0,0,0,63.0,298.22
0,9,30,0,0,1,31.0,316.39
1,4,63,0,1,1,27.0,362.73
0,8,44,0,1,1,35.0,123.12
0,4,58,1,0,1,56.0,171.93
0,7,34,1,0,1,64.0,229.33
0,8,57,1,0,1,40.0,195.94
0,4,48,0,1,0,50.0,443.16
0,2,51,0,0,1,39.0,383.98
1,3,41,1,1,0,26.0,241.87
0,7,62,0,0,1,56.0,401.71
0,10,52,0,0,0,31.0,189.06
0,1,23,1,1,1,56.0,364.33
0,8,36,1,1,0,54.0,139.47
0,5,47,0,1,0,45.0,358.93
0,6,24,0,0,0,60.0,232.58
0,11,27,0,0,0,65.0,93.0
0,5,58,1,0,1,36.0,159.3
0,6,49,0,0,0,28.0,210.91
1,0,51,1,1,0,16.0,349.72
0,2,45,1,1,0,65.0,79.19
1,4,32,0,1,1,33.0,313.82
0,1,47,1,1,0,52.0,336.41
0,7,54,0,0,1,29.0,311.57
1,6,46,1,1,1,56.0,354.27
1,6,39,0,1,1,30.0,121.27
0,3,21,0,0,1,24.0,284.84
0,5,37,1,1,0,35.0,426.46
0,8,49,0,0,0,32.0,294.31
0,12,53,1,1,0,45.0,294.53
1,2,21,0,0,0,37.0,344.58
0,10,44,1,0,1,46.0,183.28
0,7,34,1,1,0,35.0,330.19
1,7,29,1,1,1,30.0,416.49
0,6,39,1,0,0,31.0,54.36
0,2,34,0,0,0,63.0,398.05
0,2,27,1,0,0,41.0,137.45
0,7,18,1,0,0,14.0,232.37
1,5,39,1,1,0,32.0,390.94
0,11,43,1,1,1,39.0,379.56
0,6,35,0,0,1,60.0,406.77
0,3,31,0,1,0,50.0,426.17
0,8,64,1,0,1,27.0,228.86
0,5,46,0,1,0,67.0,312.55
0,6,29,0,0,1,38.0,206.19
0,8,53,1,0,1,53.0,190.29
0,11,52,0,0,0,24.0,222.64
0,9,29,0,0,1,9.0,347.23
1,8,24,0,1,1,21.0,250.58
1,8,46,0,1,1,5.0,375.62
0,11,28,1,0,1,63.0,348.09
0,5,50,0,0,0,41.0,58.19
1,0,23,0,1,1,27.0,302.1
1,4,64,1,1,0,43.0,224.63
0,4,32,0,0,0,40.0,232.65
0,8,49,1,0,1,45.0,377.35
0,7,28,0,1,0,53.0,269.04
0,7,40,0,0,0,35.0,404.25
0,0,43,1,0,1,27.0,335.12
0,8,51,1,0,1,48.0,271.14
1,5,63,0,1,1,48.0,351.82
1,8,51,1,1,0,39.0,65.34
0,7,46,1,1,0,64.0,60.83
1,5,21,1,1,0,33.0,83.34
1,3,34,1,1,0,27.0,225.03
0,2,52,1,0,0,43.0,144.18
1,10,30,1,1,0,30.0,443.7
0,11,58,1,0,0,44.0,266.92
0,7,56,0,1,1,28.0,314.97
1,3,32,0,0,0,33.0,161.53
0,6,46,1,0,0,61.0,178.72
0,8,46,1,1,0,33.0,184.18
0,9,28,0,1,0,28.0,329.49
0,3,49,1,0,1,52.0,239.48
1,0,19,1,0,0,25.0,257.07
0,8,64,1,0,1,30.0,286.8
0,5,31,0,0,0,45.0,357.52
0,4,37,0,1,1,49.0,86.15
1,0,39,0,0,0,53.0,360.75
1,6,28,0,1,0,29.0,275.29
0,10,44,0,0,0,45.0,317.64
0,12,20,1,1,1,32.0,181.02
1,7,34,0,1,0,31.0,213.75
0,6,61,1,0,0,52.0,142.47
0,2,45,0,0,0,31.0,441.72
0,6,46,0,1,1,41.0,248.8
1,5,38,1,1,0,40.0,448.43
0,7,64,1,0,1,25.0,245.91
1,5,33,1,0,0,50.0,137.9
0,4,54,0,0,1,45.0,252.98
1,2,37,0,0,0,14.0,65.84
0,5,23,0,0,0,41.0,411.91
0,2,36,1,0,1,29.0,377.42
1,3,22,0,1,1,51.0,340.33
0,15,20,0,1,0,21.0,293.93
1,6,18,0,1,1,34.0,281.93
0,6,55,0,1,0,42.0,448.69
0,10,32,0,1,1,39.0,161.2
0,17,51,0,0,1,47.0,361.87
0,7,52,0,0,1,20.0,282.56
0,9,42,0,1,0,58.0,440.35
0,5,41,1,1,1,44.0,381.12
0,5,29,1,0,0,54.0,449.41
0,6,35,0,1,0,48.0,285.33
1,8,32,0,1,1,38.0,131.82
0,8,61,0,1,0,23.0,251.47
1,5,33,1,0,1,31.0,334.44
0,3,44,1,1,0,57.0,359.74
1,7,25,0,1,1,55.0,50.2
0,3,63,0,0,1,31.0,252.01
0,7,42,1,1,0,5.0,144.09
0,8,34,1,0,0,35.0,399.96
0,8,46,0,1,1,35.0,111.16
0,9,25,1,0,0,35.0,316.58
0,10,32,0,0,1,44.0,156.42
0,6,44,1,0,0,49.0,192.62
0,8,63,0,0,0,50.0,426.22
0,7,24,0,0,1,43.0,146.18
1,4,20,0,0,1,16.0,88.0
1,1,46,1,1,1,34.0,77.71
0,5,61,0,0,1,66.0,251.85
0,6,41,1,0,1,42.0,306.68
0,7,20,1,1,0,42.0,180.92
0,10,37,0,0,0,42.0,326.1
0,4,63,0,0,1,43.0,74.41
0,3,32,0,0,0,9.0,392.93
0,12,42,1,1,0,35.0,376.63
1,3,47,1,1,0,38.0,444.2
0,6,31,1,1,1,53.0,424.6
0,7,24,0,1,0,39.0,192.48
0,6,34,0,0,1,18.0,209.71
0,2,61,0,0,1,43.0,348.39
1,2,37,0,0,1,28.0,103.63
1,3,53,1,0,1,23.0,175.61
1,7,26,1,1,1,28.0,97.42
0,6,55,1,1,0,45.0,231.95
0,4,39,1,0,1,53.0,270.8
1,7,19,1,1,0,44.0,134.46
0,9,41,0,0,1,46.0,60.65
0,1,25,1,0,0,44.0,337.74
0,6,28,0,1,0,39.0,58.0
0,8,30,1,0,1,46.0,439.36
1,4,34,0,0,1,9.0,138.64
0,5,25,0,0,0,39.0,315.56
0,7,38,0,0,1,25.0,223.9
1,10,35,1,1,1,52.0,73.87
0,9,47,0,1,1,36.0,238.87
0,7,35,0,0,0,38.0,256.7
0,8,63,1,0,0,20.0,391.87
0,5,64,1,1,0,50.0,342.94
0,7,48,1,1,0,46.0,81.72
0,6,55,0,0,0,45.0,133.67
0,4,49,0,0,0,28.0,174.76
1,8,28,0,1,0,29.0,96.56
0,7,62,1,0,1,41.0,232.76
0,5,42,1,0,1,30.0,443.72
0,11,50,0,0,0,43.0,255.85
1,1,55,1,0,0,12.0,346.75
0,5,58,0,0,1,32.0,323.18
0,2,25,0,0,1,60.0,389.96
0,9,28,1,1,0,43.0,136.29
0,8,39,0,0,0,40.0,351.53
0,5,41,1,0,1,62.0,402.54
0,8,58,0,0,0,10.0,118.6
0,5,34,1,1,0,28.0,188.72
0,9,29,0,0,0,33.0,438.04
0,6,63,1,0,1,48.0,362.32
0,6,49,1,0,1,49.0,163.04
0,11,32,0,1,1,28.0,275.58
0,4,33,1,0,1,50.0,211.73
0,3,39,0,0,0,33.0,245.99
0,7,45,1,0,1,53.0,192.07
0,12,37,0,1,0,26.0,161.73
0,5,50,1,0,1,37.0,319.91
0,2,27,0,1,1,32.0,361.42
0,5,57,1,1,0,51.0,399.58
0,6,49,1,1,0,32.0,112.13
1,3,50,1,0,1,37.0,379.14
0,8,19,0,1,0,44.0,151.92
0,17,50,1,0,1,45.0,220.93
0,6,50,0,0,0,49.0,410.58
0,5,58,0,1,0,41.0,231.8
0,6,30,1,0,1,33.0,128.83
0,3,47,0,0,0,34.0,113.95
0,10,50,1,0,0,38.0,239.19
0,6,30,1,0,1,41.0,355.07
1,5,43,0,0,1,36.0,448.88
1,8,39,0,1,0,38.0,364.96
1,6,56,0,1,1,20.0,400.8
0,7,19,1,1,1,46.0,349.13
1,2,55,1,0,0,40.0,408.17
0,9,56,1,1,1,50.0,80.52
0,11,43,0,0,1,38.0,421.97
1,7,63,1,0,0,17.0,208.56
0,12,32,0,0,0,34.0,418.65
0,3,51,1,0,1,36.0,80.29
0,6,59,1,0,1,47.0,336.1
0,7,61,1,0,0,13.0,344.28
0,7,57,1,0,0,38.0,448.76
0,6,28,1,0,1,44.0,357.54
0,5,20,0,0,1,30.0,203.03
0,3,23,0,1,1,39.0,272.9
1,5,26,0,1,0,30.0,196.62
0,3,23,1,0,0,29.0,128.41
0,8,26,1,0,0,33.0,149.4
1,4,56,0,1,0,29.0,138.8
0,2,48,1,0,0,46.0,269.53
0,7,49,0,1,1,29.0,412.46
0,7,58,1,0,0,27.0,415.09
0,10,29,1,1,0,59.0,71.91
0,7,25,0,0,0,50.0,81.96
1,5,25,1,0,1,16.0,148.05
0,9,45,0,1,0,29.0,152.02
0,6,37,0,0,1,41.0,87.96
0,2,64,1,0,1,42.0,205.39
0,7,24,1,0,0,20.0,285.09
0,11,28,0,1,0,52.0,281.26
0,5,37,0,0,1,48.0,267.37
0,5,33,1,0,0,44.0,185.47
0,3,21,0,0,1,54.0,332.58
0,3,23,1,0,1,43.0,380.59
1,6,39,1,1,1,43.0,188.51
0,7,43,1,0,0,57.0,84.21
0,2,20,1,0,0,51.0,168.53
0,11,58,1,0,0,28.0,104.95
0,9,59,0,0,0,46.0,236.94
0,7,31,1,0,1,30.0,112.37
1,9,28,1,0,1,44.0,235.14
1,2,35,1,0,0,44.0,138.4
0,6,29,0,1,1,21.0,345.49
0,7,40,0,0,0,37.0,61.03
0,9,29,1,1,0,41.0,271.9
0,9,30,1,0,0,33.0,117.8
0,4,42,1,0,1,42.0,50.4
0,11,62,1,0,1,48.0,397.68
0,3,36,1,0,1,38.0,318.61
0,10,63,1,1,1,41.0,89.58
0,13,53,1,1,0,55.0,315.63
1,3,62,0,1,1,44.0,294.66
0,8,25,1,0,1,40.0,239.34
0,1,46,0,0,1,27.0,217.7
0,6,49,0,0,1,46.0,404.83
0,6,61,0,1,0,42.0,148.06
0,7,35,1,0,1,53.0,209.32
0,11,23,1,0,1,39.0,181.65
0,8,35,1,0,1,16.0,358.48
1,6,36,0,0,1,18.0,416.59
1,9,39,1,1,1,47.0,389.91
0,12,54,0,0,1,31.0,369.08
0,1,49,0,0,1,43.0,444.72
0,14,58,1,0,0,39.0,328.86
1,2,20,0,1,0,36.0,350.42
0,9,45,1,0,0,37.0,443.12
1,5,27,1,1,1,28.0,52.8
0,3,52,1,0,1,38.0,303.62
1,6,46,1,1,0,31.0,345.59
1,7,32,0,1,1,34.0,417.13
0,5,50,1,0,0,34.0,403.54
0,2,24,1,0,1,35.0,386.78
0,7,29,0,0,1,49.0,428.32
0,11,47,0,0,0,36.0,264.95
0,5,38,1,1,1,50.0,52.77
0,4,48,0,0,1,56.0,54.42
0,6,41,0,0,1,48.0,267.86
1,1,37,1,0,1,44.0,224.11
0,9,54,1,0,1,42.0,230.5
0,9,21,1,1,0,48.0,210.16
0,7,45,0,0,0,39.0,417.09
0,5,61,0,1,0,50.0,193.67
0,9,37,0,1,1,45.0,392.49
0,7,41,1,0,0,34.0,411.15
0,9,49,1,0,0,49.0,249.8
1,7,58,1,1,1,39.0,228.78
0,9,53,1,0,0,37.0,354.41
0,7,51,0,0,0,32.0,333.19
1,6,53,0,0,0,40.0,181.41
0,12,19,1,0,1,50.0,91.02
0,6,32,1,1,1,49.0,155.94
0,7,51,1,0,0,42.0,102.41
0,4,53,1,0,1,45.0,167.89
1,7,23,1,1,0,53.0,154.73
0,7,56,1,1,0,36.0,305.08
0,4,59,1,0,0,25.0,431.8
1,2,29,1,1,1,54.0,324.3
0,7,20,1,0,0,32.0,420.66
1,9,62,1,1,1,30.0,363.65
0,6,35,0,0,0,16.0,341.15
0,4,57,1,0,0,45.0,215.62
1,8,38,0,1,1,19.0,179.92
0,2,32,1,0,0,29.0,388.51
0,6,50,1,1,1,45.0,412.16
0,3,52,1,0,1,47.0,230.75
1,4,43,1,1,1,30.0,53.63
0,4,25,0,1,1,36.0,367.01
0,5,53,1,0,1,28.0,164.03
1,2,47,0,1,1,31.0,53.96
0,5,40,0,0,0,41.0,372.0
0,6,59,0,1,0,32.0,256.97
0,6,61,0,0,0,35.0,324.08
1,5,31,0,1,1,20.0,415.88
0,10,31,1,0,0,52.0,266.47
0,3,19,0,0,0,44.0,251.28
1,6,54,1,0,1,48.0,166.26
0,2,22,1,0,0,53.0,172.08
0,2,55,1,1,1,28.0,368.62
0,7,62,0,0,0,34.0,229.61
1,7,58,0,1,1,15.0,115.41
1,10,64,1,0,1,76.0,87.81
0,7,31,0,0,0,36.0,239.17
0,12,56,1,0,1,50.0,235.98
0,1,42,1,1,1,23.0,311.38
0,2,37,1,1,0,50.0,238.43
0,1,19,1,0,0,60.0,107.39
0,4,56,1,0,0,37.0,253.12
1,6,23,1,0,1,26.0,412.72
0,7,34,0,1,1,36.0,113.78
0,1,42,1,0,0,11.0,325.9
0,11,45,1,1,1,38.0,287.54
0,10,19,0,0,1,48.0,349.43
1,5,52,0,1,0,38.0,110.24
1,2,54,1,1,1,35.0,426.64
0,3,22,1,0,1,44.0,298.39
0,3,18,0,0,1,45.0,388.83
0,3,57,0,0,1,18.0,148.64
0,6,29,1,0,1,39.0,345.77
0,4,53,1,1,1,67.0,362.41
0,5,62,0,0,1,22.0,208.97
0,15,40,1,1,0,37.0,203.58
0,8,64,0,0,0,61.0,313.12
0,11,48,1,0,1,51.0,87.36
1,3,28,0,0,1,32.0,344.25
1,5,27,1,0,1,40.0,67.15
0,7,20,1,0,1,38.0,126.24
1,2,31,0,0,1,29.0,315.66
1,0,33,1,0,0,37.0,89.33
0,8,27,0,0,0,35.0,438.74
1,7,46,1,0,0,39.0,397.36
1,6,27,1,0,1,29.0,300.52
0,6,29,1,0,1,23.0,377.62
0,6,47,0,1,0,38.0,405.03
0,1,58,1,0,1,59.0,153.79
0,5,18,1,1,0,39.0,389.76
1,3,22,1,0,1,34.0,127.92
1,2,37,0,1,0,47.0,215.34
0,12,25,0,0,0,36.0,273.3
0,7,60,1,1,0,60.0,335.56
0,8,29,1,0,0,38.0,62.06
0,5,18,0,1,1,46.0,166.2
1,5,37,1,0,1,29.0,293.41
1,4,45,0,0,0,44.0,192.95
0,2,60,0,1,1,41.0,360.01
0,3,54,0,0,1,37.0,310.66
0,9,64,1,0,1,32.0,143.76
0,8,54,0,0,1,30.0,108.37
0,6,29,0,0,1,41.0,301.62
0,6,54,0,1,0,46.0,230.19
0,11,61,1,0,1,36.0,117.58
0,2,45,1,1,1,41.0,180.55
0,5,64,1,0,0,38.0,171.22
0,5,32,1,0,0,39.0,93.25
1,9,23,0,1,0,36.0,268.76
0,16,61,1,1,1,38.0,355.46
0,4,37,1,1,0,70.0,280.19
0,10,31,1,0,1,42.0,380.52
0,10,19,0,0,1,46.0,101.03
0,4,26,0,0,1,43.0,224.24
0,5,54,1,0,1,35.0,293.77
0,6,37,1,0,1,54.0,320.4
0,13,43,1,1,0,35.0,328.31
0,4,46,0,1,1,51.0,341.59
0,9,18,0,0,1,34.0,310.57
1,5,52,0,0,1,26.0,87.69
1,8,23,1,1,1,42.0,328.12
1,6,54,0,0,0,25.0,339.91
0,7,22,1,0,1,44.0,447.39
0,10,50,0,0,0,24.0,327.34
0,9,31,1,0,1,34.0,324.73
0,10,29,0,1,0,21.0,255.93
0,2,59,0,0,0,72.0,397.17
0,8,37,0,0,0,18.0,448.73
0,3,41,0,0,0,38.0,361.62
0,6,60,1,1,0,52.0,295.0
0,6,51,1,1,1,50.0,81.58
1,6,42,0,0,1,48.0,340.7
0,6,46,1,0,0,34.0,333.42
0,17,56,1,0,0,54.0,360.23
1,3,48,1,0,1,49.0,99.82
0,8,64,0,1,1,41.0,311.49
0,5,60,1,0,0,41.0,168.29
1,3,40,1,0,1,34.0,354.11
1,3,61,1,1,1,27.0,146.15
0,11,55,1,0,1,53.0,323.59
0,10,37,0,1,0,54.0,168.0
0,11,40,0,0,0,27.0,53.6
0,16,62,0,0,1,36.0,303.34
1,4,33,1,1,1,36.0,95.31
0,5,59,0,0,1,38.0,313.72
0,8,25,0,1,1,39.0,420.24
0,6,38,1,0,0,49.0,437.7
0,6,18,0,0,0,29.0,144.37
0,5,25,0,1,1,28.0,373.7
0,7,46,0,0,0,53.0,191.42
0,7,49,0,1,0,32.0,410.18
1,3,55,1,0,1,23.0,365.0
